# z D Omega_21 Omega_22
5.531358992863852539e+11 5.892746265863591697e-05 -2.436511924815767945e-07 -1.000000957268801116e+00
5.712744114108212891e+11 5.856168006051178711e-05 -2.329951603275371860e-07 -1.000000982973360042e+00
5.900077242388698730e+11 5.819582007204618721e-05 -2.227874174994475500e-07 -1.000001008519145529e+00
6.093553425609190674e+11 5.782998961331400250e-05 -2.130101811741688149e-07 -1.000001033924115657e+00
6.293374107712630615e+11 5.746418149287993308e-05 -2.036458240678507464e-07 -1.000001059214475907e+00
6.499747338420677490e+11 5.709829604863421698e-05 -1.946770441716676025e-07 -1.000001084419974484e+00
6.712887989851539307e+11 5.673250815432899090e-05 -1.860883630598033699e-07 -1.000001109556716727e+00
6.933017980240795898e+11 5.636667453338613953e-05 -1.778636295725096894e-07 -1.000001134654417978e+00
7.160366504998885498e+11 5.600079999532689304e-05 -1.699879430536846884e-07 -1.000001159736143785e+00
7.395170275345076904e+11 5.563501828846407788e-05 -1.624474415786569739e-07 -1.000001184819825140e+00
7.637673764767159424e+11 5.526915918881156929e-05 -1.552277493944004123e-07 -1.000001209935347690e+00
7.888129463562656250e+11 5.490332725286833768e-05 -1.483160123043164452e-07 -1.000001235100667296e+00
8.146798141727426758e+11 5.453752002254548162e-05 -1.416995219951955942e-07 -1.000001260338019060e+00
8.413949120464501953e+11 5.417163546597894401e-05 -1.353657912001624142e-07 -1.000001285674871898e+00
8.689860552596732178e+11 5.380584609537704649e-05 -1.293036367583210500e-07 -1.000001311124816716e+00
8.974819712174301758e+11 5.344001336343749616e-05 -1.235014327120942665e-07 -1.000001336716271894e+00
9.269123293579569092e+11 5.307413734627285763e-05 -1.179484232478936195e-07 -1.000001362469724597e+00
9.573077720439744873e+11 5.270835652975681230e-05 -1.126346222546431388e-07 -1.000001388404515801e+00
9.886999464669783936e+11 5.234249831803759886e-05 -1.075496754792363052e-07 -1.000001414545461209e+00
1.021121537597738037e+12 5.197666490396668840e-05 -1.026843132855104861e-07 -1.000001440912480222e+00
1.054606302217281372e+12 5.161085856294198216e-05 -9.802939614188785652e-08 -1.000001467528128796e+00
1.089189104063878662e+12 5.124497489327250668e-05 -9.357593586090491775e-08 -1.000001494414562098e+00
1.124905950132515381e+12 5.087918404555190241e-05 -8.931587141333377351e-08 -1.000001521592703613e+00
1.161794028164760742e+12 5.051335220189327632e-05 -8.524085687125854865e-08 -1.000001549085502983e+00
1.199891745367948975e+12 5.014747470485803618e-05 -8.134314890251556082e-08 -1.000001576916399904e+00
1.239238768404109131e+12 4.978169477802190859e-05 -7.761557040816508694e-08 -1.000001605105089730e+00
1.279876064690150391e+12 4.941583745359472537e-05 -7.405068549044860815e-08 -1.000001633677724655e+00
1.321845945052438965e+12 4.905000256070941595e-05 -7.064182645611363232e-08 -1.000001662655420231e+00
1.365192107780039062e+12 4.868419710839123074e-05 -6.738243766079430218e-08 -1.000001692062134184e+00
1.409959684122626221e+12 4.831831432505018047e-05 -6.426606841820413086e-08 -1.000001721922636477e+00
1.456195285280299316e+12 4.795252199959425656e-05 -6.128692269230920387e-08 -1.000001752259551902e+00
1.503947050934369141e+12 4.758669104369226164e-05 -5.843902679242029257e-08 -1.000001783098550590e+00
1.553264699369492432e+12 4.722081206621187407e-05 -5.571682222755872132e-08 -1.000001814465492300e+00
1.604199579239503174e+12 4.685503302857242853e-05 -5.311516362659309108e-08 -1.000001846384970028e+00
1.656804723030669678e+12 4.648917659097306758e-05 -5.062872805341580571e-08 -1.000001878884607009e+00
1.711134902278215820e+12 4.612334021875703503e-05 -4.825273255917898037e-08 -1.000001911990587855e+00
1.767246684593417725e+12 4.575753565471786993e-05 -4.598248819688285376e-08 -1.000001945730488284e+00
1.825198492560837891e+12 4.539165375729475914e-05 -4.381338021480351085e-08 -1.000001980132995794e+00
1.885050664566825439e+12 4.502585995363913825e-05 -4.174125233609284386e-08 -1.000002015229019214e+00
1.946865517622817383e+12 4.466002988511607235e-05 -3.976184248721634720e-08 -1.000002051045483009e+00
2.010707412248642334e+12 4.429414942675733081e-05 -3.787117314363359470e-08 -1.000002087615363910e+00
2.076642819483598389e+12 4.392837127796729737e-05 -3.606556530436660263e-08 -1.000002124971264283e+00
2.144740390094856689e+12 4.356251572686254271e-05 -3.434122206969170126e-08 -1.000002163143844047e+00
2.215071026055466797e+12 4.319667787492559622e-05 -3.269472267039679263e-08 -1.000002202169502974e+00
2.287707954366166504e+12 4.283087419885939451e-05 -3.112272356574860620e-08 -1.000002242082587145e+00
2.362726803298086914e+12 4.246499318706072290e-05 -2.962193502861624839e-08 -1.000002282918360574e+00
2.440205681135491699e+12 4.209919790485362886e-05 -2.818938526211123083e-08 -1.000002324717723434e+00
2.520225257500793945e+12 4.173336872344024392e-05 -2.682204399794206830e-08 -1.000002367517295099e+00
2.602868847346253906e+12 4.136748678387431666e-05 -2.551707488483556436e-08 -1.000002411356183840e+00
2.688222497700090332e+12 4.100170952368694446e-05 -2.427185483414992057e-08 -1.000002456283437979e+00
2.776375077257034180e+12 4.063585485884039258e-05 -2.308368611114624979e-08 -1.000002502335601173e+00
2.867418368906900391e+12 4.027001552688551497e-05 -2.195013007948567079e-08 -1.000002549561886278e+00
2.961447165297214355e+12 3.990421273857594443e-05 -2.086881044451956424e-08 -1.000002598011566546e+00
3.058559367529700195e+12 3.953833261219458873e-05 -1.983739118064777524e-08 -1.000002647727776139e+00
3.158856087093076660e+12 3.917253585116732914e-05 -1.885375406237452912e-08 -1.000002698770958265e+00
3.262441751138616699e+12 3.880670755667440478e-05 -1.791575286295642562e-08 -1.000002751189948302e+00
3.369424211207742188e+12 3.844082413564954684e-05 -1.702137274445569246e-08 -1.000002805038269660e+00
3.479914855525209473e+12 3.807504776389216989e-05 -1.616874911314204224e-08 -1.000002860385285519e+00
3.594028724974446777e+12 3.770919398513878490e-05 -1.535597359693085571e-08 -1.000002917280950365e+00
3.711884632876160645e+12 3.734335317293761608e-05 -1.458131384101207545e-08 -1.000002975795640126e+00
3.833605288694541992e+12 3.697755127223441307e-05 -1.384308704139631485e-08 -1.000003035999520673e+00
3.959317425800266113e+12 3.661167203112689945e-05 -1.313964158083118493e-08 -1.000003097953401809e+00
4.089151933422912598e+12 3.624587379107201222e-05 -1.246947276753216588e-08 -1.000003161745399050e+00
4.223243992930594238e+12 3.588004638336924089e-05 -1.183106692418146386e-08 -1.000003227443349019e+00
4.361733218578271484e+12 3.551416148069037719e-05 -1.122299887950534164e-08 -1.000003295125849734e+00
4.504763802871733398e+12 3.514838599724489878e-05 -1.064394747300369747e-08 -1.000003364896879798e+00
4.652484666698137695e+12 3.478253310447214727e-05 -1.009256937372453158e-08 -1.000003436825991576e+00
4.805049614379900391e+12 3.441669081184686453e-05 -9.567638709417466843e-09 -1.000003511018026314e+00
4.962617493812875000e+12 3.405088979864836476e-05 -9.067968434729132081e-09 -1.000003587577083186e+00
5.125352361856078125e+12 3.368501144271796884e-05 -8.592396495348367139e-09 -1.000003666593158647e+00
5.293423655144620117e+12 3.331921172347293206e-05 -8.139857980063274509e-09 -1.000003748198766029e+00
5.467006366504241211e+12 3.295338520247329976e-05 -7.709290327947102309e-09 -1.000003832496670464e+00
5.646281227150563477e+12 3.258749881798702247e-05 -7.299690264822697444e-09 -1.000003919602988844e+00
5.831434894863361328e+12 3.222172422277538005e-05 -6.910124896419137226e-09 -1.000004009679427153e+00
6.022660148331137695e+12 3.185587221590925166e-05 -6.539653911980429722e-09 -1.000004102829842090e+00
6.220156087869017578e+12 3.149002844271905780e-05 -6.187413536402065315e-09 -1.000004199216053102e+00
6.424128342718266602e+12 3.112422831695924014e-05 -5.852570005127842942e-09 -1.000004299000521346e+00
6.634789285143952148e+12 3.075835084614354575e-05 -5.534310201954549775e-09 -1.000004402319839114e+00
6.852358251552971680e+12 3.039254964757882437e-05 -5.231883508380277018e-09 -1.000004509384019968e+00
7.077061770863383789e+12 3.002672401322699274e-05 -4.944547930243618683e-09 -1.000004620353342588e+00
7.309133800362073242e+12 2.966083614681038383e-05 -4.671600990977808489e-09 -1.000004735410824797e+00
7.548815969297098633e+12 2.929506243978380185e-05 -4.412386373514317014e-09 -1.000004854815522926e+00
7.796357830457533203e+12 2.892921131877849243e-05 -4.166250082501563440e-09 -1.000004978732261796e+00
8.052017120003584961e+12 2.856336606490971562e-05 -3.932586354777250145e-09 -1.000005107420011363e+00
8.316060025816660156e+12 2.819756682654858657e-05 -3.710812307979451379e-09 -1.000005241144704904e+00
8.588761464649648438e+12 2.783169024081024294e-05 -3.500362549014304372e-09 -1.000005380127880317e+00
8.870405368365097656e+12 2.746588756282035426e-05 -3.300710342811571324e-09 -1.000005524711766736e+00
9.161284979560238281e+12 2.710006281508415299e-05 -3.111340590687733339e-09 -1.000005675163585961e+00
9.461703156885679688e+12 2.673417346663656122e-05 -2.931764438283233111e-09 -1.000005831785088173e+00
9.771972690376681641e+12 2.636840064776767035e-05 -2.761521954855056777e-09 -1.000005995012276161e+00
1.009241662712428125e+13 2.600255041259792477e-05 -2.600161647195508604e-09 -1.000006165121072321e+00
1.042336860762642188e+13 2.563670367795664939e-05 -2.447260929169199119e-09 -1.000006342549134786e+00
1.076517321316819141e+13 2.527090532697324319e-05 -2.302414412138949387e-09 -1.000006527754778496e+00
1.111818632459398633e+13 2.490502962629315820e-05 -2.165231794009992411e-09 -1.000006721116694752e+00
1.148277549284398828e+13 2.453922546879018358e-05 -2.035345257462076690e-09 -1.000006923227236832e+00
1.185932032164193945e+13 2.417340160765430509e-05 -1.912399595401337371e-09 -1.000007134557232780e+00
1.224821286273142969e+13 2.380751077709126773e-05 -1.796057006524740055e-09 -1.000007355635144757e+00
1.264985802407349609e+13 2.344173884636825355e-05 -1.685996526341253819e-09 -1.000007587236608098e+00
1.306467399142920898e+13 2.307588949702379900e-05 -1.581909168775665567e-09 -1.000007829858911901e+00
1.349309266376757227e+13 2.271004128153046494e-05 -1.483501874475593417e-09 -1.000008084288984245e+00
1.393556010295062695e+13 2.234424381791758180e-05 -1.390494310290320948e-09 -1.000008351365254233e+00
1.439253699816547852e+13 2.197836900228990754e-05 -1.302619315034334969e-09 -1.000008631787766999e+00
1.486449914558529688e+13 2.161256336519857624e-05 -1.219621438915254759e-09 -1.000008926647911522e+00
1.535193794375992578e+13 2.124674039065997799e-05 -1.141257599047401339e-09 -1.000009236841017835e+00
1.585536090525144141e+13 2.088084807790873830e-05 -1.067296284443990823e-09 -1.000009563364461673e+00
1.637529218504677344e+13 2.051507703533108921e-05 -9.975145010672364798e-10 -1.000009907699528577e+00
1.691227312629894141e+13 2.014922857181242034e-05 -9.317029795481987440e-10 -1.000010270822241365e+00
1.746686282396342578e+13 1.978337887539790971e-05 -8.696598448490569150e-10 -1.000010654261048515e+00
1.803963870691831250e+13 1.941758229915831435e-05 -8.111924735740593563e-10 -1.000011059683086678e+00
1.863119713917240234e+13 1.905170836858683875e-05 -7.561198225974814320e-10 -1.000011488502373869e+00
1.924215404078928906e+13 1.868590125184119402e-05 -7.042655574183956333e-10 -1.000011942908989537e+00
1.987314552917179297e+13 1.832007916390556806e-05 -6.554647914502118770e-10 -1.000012424770921227e+00
2.052482858137654297e+13 1.795418536890192772e-05 -6.095603946565092326e-10 -1.000012936162044452e+00
2.119788171814621484e+13 1.758841521447719586e-05 -5.663981655133533780e-10 -1.000013480187183168e+00
2.189300571037375391e+13 1.722256763679269492e-05 -5.258381542824054817e-10 -1.000014058982451992e+00
2.261092430873191406e+13 1.685671645939528952e-05 -4.877423615265853751e-10 -1.000014675840886769e+00
2.335238499723012891e+13 1.649092077053899725e-05 -4.519793716887783599e-10 -1.000015334447242887e+00
2.411815977148086328e+13 1.612504772503431161e-05 -4.184279809130603843e-10 -1.000016038019744924e+00
2.490904594248830859e+13 1.575923912857492900e-05 -3.869672965857325878e-10 -1.000016791480571987e+00
2.572586696679364844e+13 1.539341792725436420e-05 -3.574866284443444839e-10 -1.000017599241505462e+00
2.656947330384400000e+13 1.502752264994016423e-05 -3.298805708483919616e-10 -1.000018466212367896e+00
2.744074330147487891e+13 1.466175338368175982e-05 -3.040430180715597970e-10 -1.000019399779391582e+00
2.834058411043096875e+13 1.429590669184536897e-05 -2.798818437338529564e-10 -1.000020405352078479e+00
2.926993262887450781e+13 1.393005403340876651e-05 -2.573035470498806372e-10 -1.000021491105932414e+00
3.022975647786773047e+13 1.356425923195089688e-05 -2.362191871556078359e-10 -1.000022666484160938e+00
3.122105500884173438e+13 1.319838707152858829e-05 -2.165488305724776668e-10 -1.000023940094053376e+00
3.224486034410423047e+13 1.283257699530080538e-05 -1.982102346156947758e-10 -1.000025324929900483e+00
3.330223845146591406e+13 1.246675668061193238e-05 -1.811300048029733025e-10 -1.000026833376727486e+00
3.439429025410803906e+13 1.210085992093335908e-05 -1.652384444707291993e-10 -1.000028479399527104e+00
3.552215277684297656e+13 1.173509154285886993e-05 -1.504629165404403076e-10 -1.000030284099577615e+00
3.668700032996511719e+13 1.136924573688852933e-05 -1.367439930423933252e-10 -1.000032264313785335e+00
3.789004573192075000e+13 1.100339159736023409e-05 -1.240189803181929180e-10 -1.000034445026083407e+00
3.913254157207394531e+13 1.063759768331957428e-05 -1.122282272340163623e-10 -1.000036856319927780e+00
4.041578151487920312e+13 1.027172640799872641e-05 -1.013200161500190026e-10 -1.000039527396851424e+00
4.174110164682279688e+13 9.905914851951218080e-06 -9.123889185224414570e-11 -1.000042501981342813e+00
4.310988186753102344e+13 9.540095423913859144e-06 -8.193691400021129857e-11 -1.000045825204821881e+00
4.452354732649819531e+13 9.174198701154545000e-06 -7.336879510842374255e-11 -1.000049549707103358e+00
4.598356990692561719e+13 8.808429691950140196e-06 -6.548517735596330775e-11 -1.000053755534681788e+00
4.749146975822126562e+13 8.442584771866608925e-06 -5.824864269561736531e-11 -1.000058515062553388e+00
4.904881687875094531e+13 8.076729151196844182e-06 -5.161771177244521390e-11 -1.000063934630245122e+00
5.065723275049379688e+13 7.710936124594766533e-06 -4.555278639075147427e-11 -1.000070150667729418e+00
5.231839202729900000e+13 7.345065734396946522e-06 -4.002124002837296671e-11 -1.000077309086450317e+00
5.403402427850683594e+13 6.979252698480756813e-06 -3.498606323402055150e-11 -1.000085630981515150e+00
5.580591578974387500e+13 6.613434157117028817e-06 -3.041651806673940991e-11 -1.000095372426769380e+00
5.763591142277318750e+13 6.247538318717858078e-06 -2.628383600340163782e-11 -1.000106854899090791e+00
5.952591653632983594e+13 5.881767830916707908e-06 -2.255476447312689198e-11 -1.000120584809992552e+00
6.147789896994792969e+13 5.515923796742730496e-06 -1.920649689305559058e-11 -1.000137112440176335e+00
6.349389109283835156e+13 5.150066694883604154e-06 -1.621204990676676606e-11 -1.000157276680174290e+00
6.557599191995688281e+13 4.784274555743291109e-06 -1.354543787214582468e-11 -1.000182292392484573e+00
6.772636929745934375e+13 4.418405050691799992e-06 -1.118679057278259067e-11 -1.000213708613182373e+00
6.994726215982607031e+13 4.052590534859637359e-06 -9.111711679604697894e-12 -1.000254083166423946e+00
7.224098286099854688e+13 3.686772880193229698e-06 -7.300944459456403820e-12 -1.000307092315379176e+00
7.460991958196296875e+13 3.320877926177980273e-06 -5.736786107078862649e-12 -1.000378330781320324e+00
7.705653881727954688e+13 2.955105959733300988e-06 -4.397022244404676359e-12 -1.000478221310309612e+00
7.958338794315467188e+13 2.589262811493001781e-06 -3.268405725359860483e-12 -1.000623090572376306e+00
8.219309786972154688e+13 2.223404228397905005e-06 -2.333779539732326529e-12 -1.000844988615743780e+00
8.488838578029732812e+13 1.857612976743884099e-06 -1.576283004866771195e-12 -1.001213126321674141e+00
8.767205796046789062e+13 1.491744356863175716e-06 -9.844405258414045384e-13 -1.001881940047379072e+00
9.054701271993865625e+13 1.125928361068881098e-06 -5.424588758642154734e-13 -1.003317513602575817e+00
9.351624341020515625e+13 7.601115931245353929e-07 -2.385290813514481376e-13 -1.007386043986851165e+00
9.658284154117596875e+13 3.942175235181035379e-07 -6.235503062444141365e-14 -1.027945069234532438e+00
9.975000000000006250e+13 2.844407838407076950e-08 -3.049464512889095034e-39 -5.535845816128217439e-02
