# z D Omega_21 Omega_22
7.612431681116708205e+03 4.181849275562441533e-04 -2.719018355333095549e+00 1.719016845725877429e+00
7.862092430011185570e+03 4.127444628384597690e-04 -2.755231025624508945e+00 1.755236019964160787e+00
8.119940090163189780e+03 4.074691254095986516e-04 -2.792302622558481495e+00 1.792309077864432831e+00
8.386243127946534514e+03 4.023527723670492504e-04 -2.830251508243148972e+00 1.830247026846971270e+00
8.661278813323046052e+03 3.973947331635250321e-04 -2.869021225879890391e+00 1.869029326227099164e+00
8.945333508531106418e+03 3.925849523775993308e-04 -2.908684829451388509e+00 1.908688452131615199e+00
9.238702966240882233e+03 3.879210100512077517e-04 -2.949210953813627079e+00 1.949212992077305140e+00
9.541692637486721651e+03 3.833987256077836742e-04 -2.990590485540589594e+00 1.990599999138065401e+00
9.854617989697317171e+03 3.790107919746225928e-04 -3.032872210952651137e+00 2.032870110930146801e+00
1.017780483515474043e+04 3.747566002299532661e-04 -3.075985662943040655e+00 2.075993136255250171e+00
1.051158967022437173e+04 3.706291249916350214e-04 -3.119979423852859757e+00 2.119988097989915055e+00
1.085632002570890472e+04 3.666239393335516458e-04 -3.164859337453294508e+00 2.164855274699827081e+00
1.121235482869119187e+04 3.627402518088035854e-04 -3.210546925526959861e+00 2.210558228094507083e+00
1.158006477624271611e+04 3.589704383657619439e-04 -3.257121574973695033e+00 2.257126539034129298e+00
1.195983272138675420e+04 3.553127618930274978e-04 -3.304527033297687932e+00 2.304531199728641955e+00
1.235205407171809202e+04 3.517637606751784990e-04 -3.352745471343770767e+00 2.352758415652051127e+00
1.275713720109435053e+04 3.483179124631128861e-04 -3.401822939363307707e+00 2.401820653985814680e+00
1.317550387482754377e+04 3.449748664938448364e-04 -3.451653045424781130e+00 2.451663946104030156e+00
1.360758968881857618e+04 3.417289939498758741e-04 -3.502290303683853967e+00 2.502302066424031857e+00
1.405384452309191147e+04 3.385770683220671413e-04 -3.553721491901774776e+00 2.553718551327627928e+00
1.451473301020261169e+04 3.355183290183606608e-04 -3.605839713747268416e+00 2.605855248373335709e+00
1.499073501900344854e+04 3.325469663514092904e-04 -3.658726941353611650e+00 2.658734018920490438e+00
1.548234615427578501e+04 3.296617258334239367e-04 -3.712294616248080992e+00 2.712301830414488801e+00
1.599007827274432930e+04 3.268598025224248526e-04 -3.766511479940147122e+00 2.766528893545563861e+00
1.651446001601334501e+04 3.241370002523640513e-04 -3.821415861151103766e+00 2.821414037991725632e+00
1.705603736097875299e+04 3.214931318429778938e-04 -3.876857722664207362e+00 2.876873092317896230e+00
1.761537418828950831e+04 3.189237290032806297e-04 -3.932894030231305127e+00 2.932909876025318496e+00
1.819305286945009357e+04 3.164264142487385788e-04 -3.989486267569315014e+00 2.989485290354077396e+00
1.878967487317527412e+04 3.140005285307115898e-04 -4.046493353803789716e+00 3.046514203870358539e+00
1.940586139162860127e+04 3.116416225491885038e-04 -4.103995492898185660e+00 3.104005610511558100e+00
2.004225398719657460e+04 3.093487874048267590e-04 -4.161866008945080075e+00 3.161877254083760302e+00
2.069951526047193329e+04 3.071197874555799752e-04 -4.220055856557121565e+00 3.220078807335719162e+00
2.137832954014153802e+04 3.049514174194870790e-04 -4.278591121013366916e+00 3.278590633128274145e+00
2.207940359549716959e+04 3.028435953289340590e-04 -4.337273674936769297e+00 3.337294546708301279e+00
2.280346737231109364e+04 3.007927977880786845e-04 -4.396159294036207754e+00 3.396180250199005712e+00
2.355127475284251705e+04 2.987972551975970554e-04 -4.455180528859530753e+00 3.455182432959709615e+00
2.432360434076635283e+04 2.968564342294868590e-04 -4.514159569456673182e+00 3.514186752307998152e+00
2.512126027184142367e+04 2.949669100155145169e-04 -4.573171647264821615e+00 3.573185807167139405e+00
2.594507305116223870e+04 2.931280244379027406e-04 -4.632050752397667281e+00 3.632066975290029198e+00
2.679590041786605434e+04 2.913380181534925791e-04 -4.690728511134587997e+00 3.690757970300953872e+00
2.767462823819554978e+04 2.895944301473868995e-04 -4.749217116422692619e+00 3.749219003399050454e+00
2.858217142784686075e+04 2.878972476150776509e-04 -4.807272764512479313e+00 3.807300036659359233e+00
2.951947490456352534e+04 2.862437044360324452e-04 -4.864948523762485877e+00 3.864975527635059915e+00
3.048751457196787305e+04 2.846324717238785411e-04 -4.922150103808091259e+00 3.922155796647819770e+00
3.148729833565447916e+04 2.830631411992458823e-04 -4.978667151218225229e+00 3.978701478183609197e+00
3.251986715260340497e+04 2.815330623359046025e-04 -5.034570441596929236e+00 4.034589606563651287e+00
3.358629611500606552e+04 2.800417613036790309e-04 -5.089661551569606424e+00 4.089683542260002191e+00
3.468769556963189098e+04 2.785878673495985640e-04 -5.143857176488517702e+00 4.143893874759966955e+00
3.582521227390164859e+04 2.771694809994049808e-04 -5.197159716137354835e+00 4.197165073437122196e+00
3.700003058987067925e+04 2.757866361613227086e-04 -5.249292499246645427e+00 4.249326797152600754e+00
3.821337371736553177e+04 2.744371662121631618e-04 -5.300309170503144429e+00 4.300342925583427345e+00
3.946650496755776840e+04 2.731200655982132363e-04 -5.350099298868789433e+00 4.350109561764240240e+00
4.076072907830090844e+04 2.718350386147862295e-04 -5.398433951270500408e+00 4.398475883077762383e+00
4.209739357260024553e+04 2.705800218554199003e-04 -5.445385933304180526e+00 4.445410878514032937e+00
4.347789016162962071e+04 2.693546784233182521e-04 -5.490741859913392808e+00 4.490770118810471168e+00
4.490365619375628012e+04 2.681579488279535852e-04 -5.534416008821724020e+00 4.534460289622800566e+00
4.637617615108225436e+04 2.669883588349473372e-04 -5.576412526362608091e+00 4.576422339756885727e+00
4.789698319506061671e+04 2.658459748440435014e-04 -5.616446340138733007e+00 4.616487879474813205e+00
4.946766076279574190e+04 2.647291003214320487e-04 -5.654581054363366555e+00 4.654621877593729806e+00
5.108984421568973630e+04 2.636369694423359045e-04 -5.690709839963957073e+00 4.690725186253578372e+00
5.276522254215148132e+04 2.625693822773032772e-04 -5.724609081799843402e+00 4.724658593498213044e+00
5.449554011614117917e+04 2.615247216671199009e-04 -5.756365961993052949e+00 4.756397104922511332e+00
5.628259851338131557e+04 2.605027533944229319e-04 -5.785778849311534522e+00 4.785813451186648138e+00
5.812825838712511177e+04 2.595026639378064767e-04 -5.812779104782246797e+00 4.812830788578706276e+00
6.003444140543539834e+04 2.585233020131034141e-04 -5.837389887545298528e+00 4.837404828809380497e+00
6.200313225199107546e+04 2.575647572663309162e-04 -5.859350298937286539e+00 4.859398762333682065e+00
6.403638069250428089e+04 2.566256990958113685e-04 -5.878747205383821672e+00 4.878794882080078388e+00
6.613630370889973710e+04 2.557055409767678908e-04 -5.895502025761506282e+00 4.895522549064459383e+00
6.830508770347856625e+04 2.548041616321007380e-04 -5.909425387730379953e+00 4.909481856794308818e+00
7.054499077536124969e+04 2.539202836863618177e-04 -5.920632925572096639e+00 4.920670159759770179e+00
7.285834507158004271e+04 2.530537504534363094e-04 -5.928964171482729029e+00 4.929004645151305652e+00
7.524755921526876045e+04 2.522039408684768219e-04 -5.934388215491156693e+00 4.934446492874615231e+00
7.771512081347816275e+04 2.513699494279524201e-04 -5.936964086599347823e+00 4.936984315943350410e+00
8.026359904722790816e+04 2.505518828080025972e-04 -5.936486736473676196e+00 4.936541183128603905e+00
8.289564734649189631e+04 2.497486937091647594e-04 -5.933077373832073675e+00 4.933131048219304482e+00
8.561400615290216228e+04 2.489599306048940206e-04 -5.926706632338121672e+00 4.926731885511848930e+00
8.842150577304765466e+04 2.481855353459396125e-04 -5.917243842005689203e+00 4.917305982437278900e+00
9.132106932533887448e+04 2.474244895866449284e-04 -5.904841539741184420e+00 4.904884118306139129e+00
9.431571578350652999e+04 2.466766954616030007e-04 -5.889402230541321615e+00 4.889447491272364665e+00
9.740856311990291579e+04 2.459416814389412537e-04 -5.870945695884797644e+00 4.871009081007539265e+00
1.006028315518791351e+05 2.452187293212394238e-04 -5.849574920092135422e+00 4.849599964011312103e+00
1.039018468946177163e+05 2.445079584715488552e-04 -5.825160288138726550e+00 4.825219133153174411e+00
1.073090440239119198e+05 2.438085400717471512e-04 -5.797858908154328361e+00 4.797917054488245014e+00
1.108279704524971021e+05 2.431201246926272799e-04 -5.767698740642475563e+00 4.767727704369202790e+00
1.144622900236574060e+05 2.424427041223477697e-04 -5.734618119187927299e+00 4.734684002707786554e+00
1.182157867259539926e+05 2.417754576100995616e-04 -5.698802803288026908e+00 4.698849330272545366e+00
1.220923686330462951e+05 2.411183320308177887e-04 -5.660223708308306456e+00 4.660272094210483829e+00
1.260960719727083488e+05 2.404709715021977057e-04 -5.618949764607228836e+00 4.619016156469378132e+00
1.302310653292770294e+05 2.398328006660423541e-04 -5.575121693864272920e+00 4.575150461218920661e+00
1.345016539839075704e+05 2.392039484170682218e-04 -5.528685625122889746e+00 4.528746736774885484e+00
1.389122843971553084e+05 2.385837540117276506e-04 -5.479823102397887169e+00 4.479883626549248099e+00
1.434675488385508652e+05 2.379719454082228607e-04 -5.428610624011061425e+00 4.428641811854348909e+00
1.481721901679891453e+05 2.373685535776596861e-04 -5.375047732787716193e+00 4.375114942895255155e+00
1.530311067739102582e+05 2.367729085164368074e-04 -5.319336746001831706e+00 4.319385316935255403e+00
1.580493576734139642e+05 2.361849911441375619e-04 -5.261504387329579480e+00 4.261553835691300307e+00
1.632321677796178556e+05 2.356045348036295392e-04 -5.201652659639020015e+00 4.201719548642284252e+00
1.685849333417433954e+05 2.350310730651919108e-04 -5.139940968186134995e+00 4.139971922171416630e+00
1.741132275635942933e+05 2.344647419803153607e-04 -5.076373648814002770e+00 4.076434588972238870e+00
1.798228064062765043e+05 2.339050099507608549e-04 -5.011135550494736357e+00 4.011196040478406388e+00
1.857196145812020986e+05 2.333516635890976211e-04 -4.944330059377032960e+00 3.944361754156719080e+00
1.918097917396165140e+05 2.328047645267652488e-04 -4.875996511108369624e+00 3.876062438233738305e+00
1.980996788650935632e+05 2.322637577181336480e-04 -4.806330151098816117e+00 3.806378631042884209e+00
2.045958248756543617e+05 2.317286499421057243e-04 -4.735389438830704734e+00 3.735437783528180677e+00
2.113049934423835075e+05 2.311992433512121130e-04 -4.663285868034985349e+00 3.663350670749183635e+00
2.182341700316425413e+05 2.306751545265403635e-04 -4.590173469240435011e+00 3.590204907078994978e+00
2.253905691782126669e+05 2.301565248360950720e-04 -4.516088323415801575e+00 3.516146692730518719e+00
2.327816419969392591e+05 2.296429219244360248e-04 -4.441196073863852511e+00 3.441254151369399050e+00
2.404150839406996965e+05 2.291341767487708710e-04 -4.365601967336433908e+00 3.365632518688690400e+00
2.482988428127714724e+05 2.286303749854544289e-04 -4.289359862707772919e+00 3.289422077431574998e+00
2.564411270419411303e+05 2.281310491676251731e-04 -4.212636454810353648e+00 3.212682817111752076e+00
2.648504142289765296e+05 2.276362256332711820e-04 -4.135496773875813936e+00 3.135542079576120411e+00
2.735354599733508658e+05 2.271457596862446512e-04 -4.058040167572778856e+00 3.058100601683056752e+00
2.825053069894173532e+05 2.266593310764036914e-04 -3.980395382498044921e+00 2.980425729566832160e+00
2.917692945215213695e+05 2.261770850309738931e-04 -3.902605469937733496e+00 2.902659256361309836e+00
3.013370680678548524e+05 2.256986655670212619e-04 -3.824800935706250016e+00 2.824854603205997794e+00
3.112185894231762504e+05 2.252239369905941716e-04 -3.747069491146956643e+00 2.747097573200047549e+00
3.214241470508537022e+05 2.247530039683057809e-04 -3.669459401073940086e+00 2.669515989830288927e+00
3.319643667950286763e+05 2.242854656448884905e-04 -3.592096229239740701e+00 2.592138847604404717e+00
3.428502229440551018e+05 2.238213630471947075e-04 -3.515033443231603272e+00 2.515074268081871178e+00
3.540930496567320661e+05 2.233605926896739806e-04 -3.438344996501557116e+00 2.438399376727931056e+00
3.657045527632275480e+05 2.229028822810998241e-04 -3.362124011171799154e+00 2.362152039646615354e+00
3.776968219529793714e+05 2.224483797366502279e-04 -3.286404161994256334e+00 2.286451981715127424e+00
3.900823433622635785e+05 2.219967880138696724e-04 -3.211274992514288940e+00 2.211322868389679730e+00
4.028740125745365513e+05 2.215479962801452133e-04 -3.136797142678822148e+00 2.136821896834075307e+00
4.160851480470856768e+05 2.211021243780425993e-04 -3.063002474088970306e+00 2.063052234719962463e+00
4.297295049779692781e+05 2.206588219949223923e-04 -2.989973309629418541e+00 1.990011122673789767e+00
4.438212896276826505e+05 2.202181410698558545e-04 -2.917743222484913801e+00 1.917778737673833112e+00
4.583751741104624234e+05 2.197800102638640179e-04 -2.846357154312321835e+00 1.846404527452794486e+00
4.734063116706300643e+05 2.193441935747664651e-04 -2.775872014380267760e+00 1.775896941695639608e+00
4.889303524598782533e+05 2.189108406556242983e-04 -2.706305388304105719e+00 1.706346561103022186e+00
5.049634598319298821e+05 2.184797001539951313e-04 -2.637708875291630228e+00 1.637750265343033584e+00
5.215223271715317969e+05 2.180506795253255904e-04 -2.570115542039236978e+00 1.570136589051317033e+00
5.386241952753099613e+05 2.176239109389785321e-04 -2.503538603242081440e+00 1.503581065490403157e+00
5.562868703025776194e+05 2.171990823032972937e-04 -2.438022864542315205e+00 1.438055393893126643e+00
5.745287423147901427e+05 2.167762535344281653e-04 -2.373581749770364180e+00 1.373611711991491013e+00
5.933688044229487423e+05 2.163553785850433309e-04 -2.310234623922634789e+00 1.310274735876395091e+00
6.128266725628877757e+05 2.159362487823042335e-04 -2.248008123521687551e+00 1.248029598827079312e+00
6.329226059190360829e+05 2.155190147426852977e-04 -2.186904145331191263e+00 1.186938619691221497e+00
6.536775280179183464e+05 2.151034607541156779e-04 -2.126944449569449169e+00 1.126979273493776690e+00
6.751130485133561306e+05 2.146895074571148799e-04 -2.068139582699377144e+00 1.068156938996195127e+00
6.972514856860536383e+05 2.142772972378837154e-04 -2.010487207188243808e+00 1.010522514371663849e+00
7.201158896809921134e+05 2.138665467741103379e-04 -1.954004040541171605e+00 9.540312984023122667e-01
7.437300665068289964e+05 2.134573216744305136e-04 -1.898687633881247727e+00 8.987122589966753949e-01
7.681186028222881723e+05 2.130495960146120533e-04 -1.844538533845041739e+00 8.445716816268178384e-01
7.933068915353502380e+05 2.126431815691099433e-04 -1.791561651797892285e+00 7.915796710019371574e-01
8.193211582418931648e+05 2.122382292852329811e-04 -1.739747175623534314e+00 7.397753653845710042e-01
8.461884885313151171e+05 2.118345514830413808e-04 -1.689096477693936116e+00 6.891251114686728352e-01
8.739368561875644373e+05 2.114320780200019219e-04 -1.639604593445103342e+00 6.396185453736683568e-01
9.025951523149446584e+05 2.110309599483703501e-04 -1.591258756631196647e+00 5.912874791416965481e-01
9.321932154190151487e+05 2.106309354634016545e-04 -1.544057293141954057e+00 5.440796374941637703e-01
9.627618624739099760e+05 2.102320740862885658e-04 -1.497987509314821608e+00 4.980073100913895434e-01
9.943329210084197111e+05 2.098343661286079516e-04 -1.453038238704750018e+00 4.530650789824435254e-01
1.026939262244246434e+06 2.094376385243911648e-04 -1.409200931819148961e+00 4.092157266929743464e-01
1.060614835320930695e+06 2.090420420350978369e-04 -1.366458848224016087e+00 3.664814480367160621e-01
1.095394702643090161e+06 2.086474112615636326e-04 -1.324801338118529070e+00 3.248244365458184957e-01
1.131315076386767440e+06 2.082536821892136338e-04 -1.284214479886915061e+00 2.842254603419127612e-01
1.168413356202900643e+06 2.078610134043614908e-04 -1.244680025648648769e+00 2.447029711156200882e-01
1.206728168157171458e+06 2.074691590552081339e-04 -1.206185940236661480e+00 2.062039280144389031e-01
1.246299404946773779e+06 2.070781911879860683e-04 -1.168714330792016476e+00 1.687299670519970818e-01
1.287168267435977003e+06 2.066881134326062548e-04 -1.132248154535352214e+00 1.322695250076451057e-01
1.329377307553729275e+06 2.062987638192664039e-04 -1.096771943892064449e+00 9.678387813747653390e-02
1.372970472597965505e+06 2.059102925020845232e-04 -1.062266088424252519e+00 6.228391415375372775e-02
1.417993150992747163e+06 2.055225520204159793e-04 -1.028714185968674588e+00 2.873252890073173943e-02
1.464492219545879867e+06 2.051354820814648425e-04 -9.960983740804461029e-01 -3.893134300219415218e-03
1.512516092256205389e+06 2.047492479846384943e-04 -9.643986968178894781e-01 -3.558324405596578061e-02
1.562114770721392939e+06 2.043636155609149252e-04 -9.335985110047747559e-01 -6.638722143782518903e-02
1.613339896198709030e+06 2.039786582996869289e-04 -9.036784212672531735e-01 -9.630941338254991879e-02
1.666244803372970084e+06 2.035943909635418169e-04 -8.746195883595725418e-01 -1.253636290294880551e-01
1.720884575887663290e+06 2.032106595560516208e-04 -8.464041234660288904e-01 -1.535863879810386579e-01
1.777316103697051760e+06 2.028276132808425742e-04 -8.190123720354596237e-01 -1.809737542224589268e-01
1.835598142298977822e+06 2.024451193408592338e-04 -7.924263079912770014e-01 -2.075593112397820794e-01
1.895791373910035240e+06 2.020631192901869337e-04 -7.666274430835398057e-01 -2.333660856742501566e-01
1.957958470646811184e+06 2.016817845497027059e-04 -7.415965399977247907e-01 -2.583894189639054928e-01
2.022164159778970992e+06 2.013008893563935839e-04 -7.173159999113820628e-01 -2.826728197274291365e-01
2.088475291122135241e+06 2.009205077992329681e-04 -6.937672364099530808e-01 -3.062234141543309085e-01
2.156960906640712637e+06 2.005406641386601378e-04 -6.709320919642798309e-01 -3.290548759997058426e-01
2.227692312333157286e+06 2.001612099517219117e-04 -6.487929795989758608e-01 -3.511995655074092171e-01
2.300743152474503499e+06 1.997822932128594752e-04 -6.273318572385416791e-01 -3.726574627003093054e-01
2.376189486293463036e+06 1.994037933208981652e-04 -6.065314712692272403e-01 -3.934573722478703073e-01
2.454109867163938470e+06 1.990256522157771537e-04 -5.863746073103657253e-01 -4.136205227312359511e-01
2.534585424393389374e+06 1.986480470162297219e-04 -5.668440518322833688e-01 -4.331451401422145020e-01
2.617699947693218011e+06 1.982707578509576996e-04 -5.479232935731029874e-01 -4.520680324539623762e-01
2.703539974419117905e+06 1.978938587508452117e-04 -5.295957664761293815e-01 -4.703971217067762223e-01
2.792194879672221839e+06 1.975173822530911318e-04 -5.118452696387749690e-01 -4.881447042925022295e-01
2.883756969354859088e+06 1.971411836639849692e-04 -4.946559385492071970e-01 -5.053382623745957813e-01
2.978321576277811080e+06 1.967654095030296074e-04 -4.780121161398964147e-01 -5.219797372072257913e-01
3.075987159419129137e+06 1.963899495069610323e-04 -4.618985014422010149e-01 -5.380929187155629734e-01
3.176855406437861267e+06 1.960147448631792172e-04 -4.463000488789277687e-01 -5.536963271153172439e-01
3.281031339549427852e+06 1.956399780870055679e-04 -4.312020885103031165e-01 -5.687896614770983073e-01
3.388623424872870091e+06 1.952654332698216264e-04 -4.165901504570094782e-01 -5.834031765084701782e-01
3.499743685363837983e+06 1.948911838718298049e-04 -4.024501512743892673e-01 -5.975444867951800187e-01
3.614507817450887058e+06 1.945172697960928911e-04 -3.887683288822004202e-01 -6.112240177139941499e-01
3.733035311496531125e+06 1.941435486610728473e-04 -3.755311120974387795e-01 -6.244644155463223711e-01
3.855449576208479237e+06 1.937701653489518798e-04 -3.627254251233905658e-01 -6.372684092915559262e-01
3.981878067130547483e+06 1.933970185364852453e-04 -3.503383344443265490e-01 -6.496551162213909381e-01
4.112452419347134884e+06 1.930240477717422645e-04 -3.383572252963011895e-01 -6.616401064830276235e-01
4.247308584539289586e+06 1.926514407539399194e-04 -3.267700099874750741e-01 -6.732237379005761024e-01
4.386586972535178997e+06 1.922789840573354192e-04 -3.155645480637213063e-01 -6.844303558367504925e-01
4.530432597502290271e+06 1.919067501720734831e-04 -3.047292511206360355e-01 -6.952667386570444696e-01
4.678995228933590464e+06 1.915347856883911236e-04 -2.942528128847506919e-01 -7.057413845812535724e-01
4.832429547584841028e+06 1.911629494482307398e-04 -2.841240276944446141e-01 -7.158725500283529275e-01
4.990895306525442749e+06 1.907913845494965449e-04 -2.743322688826394518e-01 -7.256630976867506355e-01
5.154557497470467351e+06 1.904199975579098870e-04 -2.648669521509012248e-01 -7.351280815333309793e-01
5.323586522567085922e+06 1.900487256916436388e-04 -2.557178008033328398e-01 -7.442802561647856585e-01
5.498158371814237908e+06 1.896777616848762435e-04 -2.468750921748521232e-01 -7.531202006592209175e-01
5.678454806300268508e+06 1.893068934597330979e-04 -2.383289375498275353e-01 -7.616671968821046024e-01
5.864663547449328937e+06 1.889361922252650108e-04 -2.300700212506716913e-01 -7.699270028206181005e-01
6.056978472473562695e+06 1.885657107537787433e-04 -2.220892714388046085e-01 -7.779063568393843608e-01
6.255599816234597005e+06 1.881953082744290922e-04 -2.143776615611657221e-01 -7.856197395422491736e-01
6.460734379724494182e+06 1.878251259827303497e-04 -2.069267247233778917e-01 -7.930698168081070643e-01
6.672595745383255184e+06 1.874550775435784107e-04 -1.997279939105392199e-01 -8.002682637785194508e-01
6.891404499477030709e+06 1.870850973077061927e-04 -1.927732677003926032e-01 -8.072253348694768960e-01
7.117388461768605746e+06 1.867153829409416016e-04 -1.860548623420996972e-01 -8.139416160674218803e-01
7.350782922719252296e+06 1.863457228428853528e-04 -1.795648900955657545e-01 -8.204321973110213495e-01
7.591830888468961231e+06 1.859761866993686348e-04 -1.732959886763817958e-01 -8.267018210997353345e-01
7.840783333850084804e+06 1.856068330892626122e-04 -1.672410027241123809e-01 -8.327557239965717173e-01
8.097899463697850704e+06 1.852375209866867229e-04 -1.613927891489952415e-01 -8.386052530003863525e-01
8.363446982729795389e+06 1.848683895900662412e-04 -1.557446999449737246e-01 -8.442527368122891840e-01
8.637702374275131151e+06 1.844993590703415448e-04 -1.502900721662228101e-01 -8.497071259919909414e-01
8.920951188144249842e+06 1.841303604925642807e-04 -1.450224583239859977e-01 -8.549765521095797904e-01
9.213488337938060984e+06 1.837615963833381992e-04 -1.399358648954193152e-01 -8.600615180204463917e-01
9.515618408106844872e+06 1.833928549523992631e-04 -1.350240949715202088e-01 -8.649737262354222356e-01
9.827655971077946946e+06 1.830242041739666076e-04 -1.302814030524761801e-01 -8.697170003322781673e-01
1.014992591478322819e+07 1.826557081546201949e-04 -1.257022162860815528e-01 -8.742953492872092003e-01
1.048276378092628717e+07 1.822872251203035002e-04 -1.212809552922287232e-01 -8.787175832897260452e-01
1.082651611434277147e+07 1.819188921966000626e-04 -1.170124571134501801e-01 -8.829856584184724300e-01
1.118154082381636836e+07 1.815506356153041726e-04 -1.128915414570726278e-01 -8.871063758905051166e-01
1.154820755472733825e+07 1.811823832739662223e-04 -1.089131963382055507e-01 -8.910861086566896905e-01
1.192689807392035611e+07 1.808143411816742015e-04 -1.050727912472654013e-01 -8.949252787230311812e-01
1.231800666719366238e+07 1.804462981770721581e-04 -1.013655129372044855e-01 -8.986328708864539383e-01
1.272194054982203245e+07 1.800783199328147711e-04 -9.778691956822549436e-02 -9.022119305016921276e-01
1.313912029054240137e+07 1.797104758763328587e-04 -9.433271164062825842e-02 -9.056654920334942238e-01
1.356998024944215082e+07 1.793426231068265036e-04 -9.099857328866739481e-02 -9.090003482466618712e-01
1.401496903020743653e+07 1.789748966165704701e-04 -8.778052795377215556e-02 -9.122181004000096127e-01
1.447454994720094465e+07 1.786072283642455970e-04 -8.467458423336997331e-02 -9.153238811704802469e-01
1.494920150785691664e+07 1.782395447634669064e-04 -8.167687991584990370e-02 -9.183226162855241403e-01
1.543941791089417599e+07 1.778720494647130946e-04 -7.878386011555323087e-02 -9.212147300799118366e-01
1.594570956086716242e+07 1.775045373526659578e-04 -7.599182141415906921e-02 -9.240069924581671978e-01
1.646860359959018044e+07 1.771370697481410277e-04 -7.329735309429907808e-02 -9.267018321775093437e-01
1.700864445498765260e+07 1.767697212461395143e-04 -7.069716168289214009e-02 -9.293015260254802179e-01
1.756639440794319659e+07 1.764023475285715224e-04 -6.818793303546481777e-02 -9.318112831352216574e-01
1.814243417773595452e+07 1.760350814062348662e-04 -6.576662366154485684e-02 -9.342323911830572314e-01
1.873736352667561173e+07 1.756678603143017154e-04 -6.343017907081267837e-02 -9.365687029667862928e-01
1.935180188456368446e+07 1.753006089772089163e-04 -6.117564207054429493e-02 -9.388240043208698760e-01
1.998638899363328144e+07 1.749335286925152774e-04 -5.900029869978439673e-02 -9.409986845526842059e-01
2.064178557463673875e+07 1.745664200640875674e-04 -5.690131778106771732e-02 -9.430978241489971214e-01
2.131867401477680728e+07 1.741993399812457829e-04 -5.487609459991322353e-02 -9.451233418122653163e-01
2.201775907819543406e+07 1.738323680931116403e-04 -5.292212004833613676e-02 -9.470769341562539356e-01
2.273976863976218924e+07 1.734653584413661136e-04 -5.103686334726181828e-02 -9.489625791649619613e-01
2.348545444292393327e+07 1.730984416170308962e-04 -4.921800643407626269e-02 -9.507812992817565867e-01
2.425559288240731880e+07 1.727315603441378672e-04 -4.746322393023612307e-02 -9.525359743725305695e-01
2.505098581258641556e+07 1.723646375001050514e-04 -4.577026268209009874e-02 -9.542295015541647496e-01
2.587246138235983253e+07 1.719978720324045519e-04 -4.413705963795647863e-02 -9.558622202383016964e-01
2.672087489740385860e+07 1.716310700180318156e-04 -4.256146106068257884e-02 -9.574379308729910054e-01
2.759710971070215106e+07 1.712642838514211738e-04 -4.104148613481840846e-02 -9.589581383636839318e-01
2.850207814227632433e+07 1.708975981519456858e-04 -3.957523135122707758e-02 -9.604241001058373417e-01
2.943672242907802016e+07 1.705308651500353067e-04 -3.816077240355635752e-02 -9.618388439242582244e-01
3.040201570602837577e+07 1.701642131865364774e-04 -3.679635040198525608e-02 -9.632031741341866571e-01
3.139896301922953129e+07 1.697975901338201617e-04 -3.548020213074751239e-02 -9.645192361234727896e-01
3.242860237239981815e+07 1.694309169009321420e-04 -3.421061737338583486e-02 -9.657892393723856994e-01
3.349200580762552470e+07 1.690643900862649860e-04 -3.298603314520964086e-02 -9.670134705300688083e-01
3.459028052155108750e+07 1.686978210547883275e-04 -3.180481727412203669e-02 -9.681947651812251587e-01
3.572457001817332953e+07 1.683312576556988038e-04 -3.066546835153783138e-02 -9.693342971312843837e-01
3.689605529943645746e+07 1.679647894166982360e-04 -2.956654703954781499e-02 -9.704329941713711882e-01
3.810595609487111866e+07 1.675982666258020882e-04 -2.850659504508446657e-02 -9.714931548676744022e-01
3.935553213155401498e+07 1.672318153495920405e-04 -2.748428171479384841e-02 -9.725154075562180145e-01
4.064608444571421295e+07 1.668653885036021280e-04 -2.649827427715267456e-02 -9.735013461198704920e-01
4.197895673734774441e+07 1.664989049352299990e-04 -2.554727848084471439e-02 -9.744526510486009041e-01
4.335553676925513893e+07 1.661325588936732453e-04 -2.463011334068828523e-02 -9.753695593333598923e-01
4.477725781195408851e+07 1.657661668926102712e-04 -2.374554561981563963e-02 -9.762541821955611487e-01
4.624560013597625494e+07 1.653997721960720523e-04 -2.289244024155609111e-02 -9.771074311797360856e-01
4.776209255309727788e+07 1.650334691944326860e-04 -2.206971167570153172e-02 -9.779299884072620852e-01
4.932831400810953975e+07 1.646671061327235550e-04 -2.127625768863899286e-02 -9.787235951215652596e-01
5.094589522278988361e+07 1.643008067841997049e-04 -2.051107396974021641e-02 -9.794887395806871622e-01
5.261652039377941936e+07 1.639345290288866898e-04 -1.977315560726668545e-02 -9.802266032813907737e-01
5.434192894613746554e+07 1.635681895808578244e-04 -1.906152545272069704e-02 -9.809384615845802013e-01
5.612391734440135211e+07 1.632019803393506847e-04 -1.837529305609871336e-02 -9.816245075056961866e-01
5.796434096303159744e+07 1.628357228620512856e-04 -1.771352880646946681e-02 -9.822863101859954371e-01
5.986511601819624007e+07 1.624694557962124244e-04 -1.707537636044203014e-02 -9.829245750181017094e-01
6.182822156289920956e+07 1.621032783612673346e-04 -1.646001873047427469e-02 -9.835398019824515004e-01
6.385570154753666371e+07 1.617370366821696851e-04 -1.586662455476421998e-02 -9.841333078280172231e-01
6.594966694801972806e+07 1.613708522237851481e-04 -1.529443726923490968e-02 -9.847054703845066204e-01
